"Species","Mobility","AFF.MO","AMBI","Fragilite","AFF.RO","Tube","Taille","GT","Position","worms_id","Kingdom","Phylum","Class","Order","Family","Genus","Species.y"
"Ophelia roscoffensis","Peu mobile","I","I","Peu fragile","Meuble","0","P","Deposivore","Endofaune","130497","Animalia","Annelida","Polychaeta",NA,"Opheliidae","Ophelia","Ophelia roscoffensis"
"Ophiocomina nigra","Peu mobile","I","I","Tres fragile","Indifferent","0","PM","Omnivore","Epifaune","125027","Animalia","Echinodermata","Ophiuroidea","Ophiacanthida","Ophiotomidae","Ophiocomina","Ophiocomina nigra"
"Ophiocten affinis","Peu mobile","I","II","Tres fragile","Indifferent","0","P","Predateur","Epifaune","124850","Animalia","Echinodermata","Ophiuroidea","Ophiurida","Ophiuridae","Ophiocten","Ophiocten affinis"
"Myriochele danielsseni",NA,NA,"III",NA,NA,NA,NA,NA,"Endofaune","130540","Animalia","Annelida","Polychaeta",NA,"Oweniidae","Myriochele","Myriochele danielsseni"
"Ophiothrix fragilis","Mobile","I","I","Tres fragile","Dur","0","M","Suspensivore","Epifaune","125131","Animalia","Echinodermata","Ophiuroidea","Amphilepidida","Ophiotrichidae","Ophiothrix","Ophiothrix fragilis"
"Ophiura","Mobile","I","II","Tres fragile","Meuble","0","P","Predateur","Epifaune","123574","Animalia","Echinodermata","Ophiuroidea","Ophiurida","Ophiuridae","Ophiura",NA
"Ophiura albida","Mobile","I","II","Tres fragile","Meuble","0","P","Suspensivore","Epifaune","124913","Animalia","Echinodermata","Ophiuroidea","Ophiurida","Ophiuridae","Ophiura","Ophiura albida"
"Ophiura ophiura","Mobile","I","II","Tres fragile","Meuble","0","P","Predateur","Interstice","124929","Animalia","Echinodermata","Ophiuroidea","Ophiurida","Ophiuridae","Ophiura","Ophiura ophiura"
"Opisthobranchia","Peu mobile","I",NA,"Tres fragile","Indifferent","0","PM","Predateur","Epifaune","382226","Animalia","Mollusca","Gastropoda",NA,NA,NA,NA
"Pseudomystides limbata",NA,NA,"II",NA,NA,NA,NA,NA,"Epifaune","130683","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Pseudomystides","Pseudomystides limbata"
"Opisthodonta spp.","Mobile","II","III","Tres fragile","Dur","0","TP","Predateur","Interstice","129661","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Opisthodonta",NA
"Opisthodonta spp.","Mobile","II",NA,"Tres fragile","Indifferent","0","TP","Predateur","Epifaune","129661","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Opisthodonta",NA
"Orbinia","Mobile","I","I","Tres fragile","Meuble","0","MG","Deposivore","Endofaune","129420","Animalia","Annelida","Polychaeta",NA,"Orbiniidae","Orbinia",NA
"Orbinia latreillii","Peu mobile","I","I","Tres fragile","Meuble","0","MG","Deposivore","Endofaune","130522","Animalia","Annelida","Polychaeta",NA,"Orbiniidae","Orbinia","Orbinia latreillii"
"Orbinia sertulata","Peu mobile","I","I","Tres fragile","Meuble","0","MG","Deposivore","Endofaune","130523","Animalia","Annelida","Polychaeta",NA,"Orbiniidae","Orbinia","Orbinia sertulata"
"Orchomene humilis","Mobile","I","II","Peu fragile","Meuble","0","TP","Necrophage","Endofaune","102665","Animalia","Arthropoda","Malacostraca","Amphipoda","Tryphosidae","Orchomene","Orchomene humilis"
"Orchomene humilis","Mobile","I","II","Peu fragile","Meuble","0","TP","Necrophage","Endofaune","102665","Animalia","Arthropoda","Malacostraca","Amphipoda","Tryphosidae","Orchomene","Orchomene humilis"
"Nannonyx spinimanus",NA,NA,NA,NA,NA,NA,NA,NA,"Endofaune","102626","Animalia","Arthropoda","Malacostraca","Amphipoda","Lysianassidae","Nannonyx","Nannonyx spinimanus"
"Magallana gigas","Fixe","I","I","Pas fragile","Dur","0","PM","Suspensivore","Epifaune","836033","Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Magallana","Magallana gigas"
"Othomaera othonis","Peu mobile","III","I","Peu fragile","Meuble","0","P","Deposivore","Epifaune","534781","Animalia","Arthropoda","Malacostraca","Amphipoda","Maeridae","Othomaera","Othomaera othonis"
"Owenia fusiformis","Peu mobile","I","II","Tres fragile","Meuble","1","PM","Deposivore","Interstice","130544","Animalia","Annelida","Polychaeta",NA,"Oweniidae","Owenia","Owenia fusiformis"
"Oxydromus flexuosus","Mobile","II","II","Tres fragile","Meuble","0","P","Predateur","Interstice","710680","Animalia","Annelida","Polychaeta","Phyllodocida","Hesionidae","Oxydromus","Oxydromus flexuosus"
"Oxydromus pallidus","Mobile","II","II","Tres fragile","Meuble","0","TP","Predateur","Interstice","340203","Animalia","Annelida","Polychaeta","Phyllodocida","Hesionidae","Oxydromus","Oxydromus pallidus"
"Pagurus spp.","Mobile","I","II","Peu fragile","Indifferent","0","PM","Necrophage","Epifaune","106854","Animalia","Arthropoda","Malacostraca","Decapoda","Paguridae","Pagurus",NA
"Pagurus bernhardus","Mobile","I","II","Peu fragile","Dur","0","PM","Predateur","Epifaune","107232","Animalia","Arthropoda","Malacostraca","Decapoda","Paguridae","Pagurus","Pagurus bernhardus"
"Pagurus cuanensis","Mobile","I","II","Peu fragile","Indifferent","0","PM","Necrophage","Epifaune","107235","Animalia","Arthropoda","Malacostraca","Decapoda","Paguridae","Pagurus","Pagurus cuanensis"
"Palaemon","Mobile","I","I","Tres fragile","Indifferent","0","PM","Omnivore","Epifaune","107032","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemon",NA
"Palaemon longirostris","Mobile","I","I","Tres fragile","Meuble","0","PM","Omnivore","Epifaune","107615","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemon","Palaemon longirostris"
"Neoamphitrite affinis",NA,NA,"I",NA,NA,NA,NA,NA,"Interstice","131502","Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Neoamphitrite","Neoamphitrite affinis"
"Palaemon serratus","Mobile","I","I","Tres fragile","Indifferent","0","PM","Omnivore","Epifaune","107616","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemon","Palaemon serratus"
"Pandalina brevirostris","Mobile","I","II","Tres fragile","Meuble","0","P","Predateur","Interstice","107647","Animalia","Arthropoda","Malacostraca","Decapoda","Pandalidae","Pandalina","Pandalina brevirostris"
"Neogyptis rosea",NA,NA,"I",NA,NA,NA,NA,NA,"Epifaune","743514","Animalia","Annelida","Polychaeta","Phyllodocida","Hesionidae","Neogyptis","Neogyptis rosea"
"Papillicardium minimum","Peu mobile","I","I","Pas fragile","Meuble","0","P","Suspensivore","Endofaune","1417307","Animalia","Mollusca","Bivalvia","Cardiida","Cardiidae","Papillicardium","Papillicardium minimum"
"Papillicardium papillosum","Peu mobile","I","I","Pas fragile","Meuble","0","P","Suspensivore","Endofaune","181349","Animalia","Mollusca","Bivalvia","Cardiida","Cardiidae","Papillicardium","Papillicardium papillosum"
"Nephasoma spp.",NA,NA,"I",NA,NA,NA,NA,NA,"Endofaune","136022","Animalia","Annelida",NA,"Sipuncula","Golfingiidae","Nephasoma",NA
"Paracentrotus lividus","Mobile","I","I","Tres fragile","Indifferent","0","PM","Herbivore","Epifaune","124316","Animalia","Echinodermata","Echinoidea","Camarodonta","Parechinidae","Paracentrotus","Paracentrotus lividus"
"Paradoneis","Peu mobile","III","III","Tres fragile","Meuble","0","P","Deposivore","Endofaune","129433","Animalia","Annelida","Polychaeta",NA,"Paraonidae","Paradoneis",NA
"Nephtys spp.",NA,NA,"II",NA,NA,NA,NA,NA,"Endofaune","129370","Animalia","Annelida","Polychaeta","Phyllodocida","Nephtyidae","Nephtys",NA
"Paradoneis armata","Peu mobile","III","III","Peu fragile","Meuble","1","P","Detritivore","Endofaune","130579","Animalia","Annelida","Polychaeta",NA,"Paraonidae","Paradoneis","Paradoneis armata"
"Paradoneis ilvana","Peu mobile","III","III","Tres fragile","Meuble","0","P","Deposivore","Endofaune","130584","Animalia","Annelida","Polychaeta",NA,"Paraonidae","Paradoneis","Paradoneis ilvana"
"Paradoneis lyra","Mobile","III","III","Tres fragile","Meuble","0","P","Deposivore","Endofaune","130585","Animalia","Annelida","Polychaeta",NA,"Paraonidae","Paradoneis","Paradoneis lyra"
"Paragattyana","Mobile","II",NA,"Peu fragile","Dur","0","PM","Predateur","Epifaune","324970","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Paragattyana",NA
"Paragnathia formica","Peu mobile","I","III","Peu fragile","Meuble","0","TP","Predateur","Endofaune","119001","Animalia","Arthropoda","Malacostraca","Isopoda","Gnathiidae","Paragnathia","Paragnathia formica"
"Nephtys cf. hombergii",NA,NA,"II",NA,NA,NA,NA,NA,"Endofaune","130359","Animalia","Annelida","Polychaeta","Phyllodocida","Nephtyidae","Nephtys","Nephtys hombergii"
"Paraleptopentacta elongata","Peu mobile","I","I","Tres fragile","Meuble","0","M","Suspensivore","Endofaune","1474372","Animalia","Echinodermata","Holothuroidea","Dendrochirotida","Cucumariidae","Paraleptopentacta","Paraleptopentacta elongata"
"Nephtys cf. hombergii",NA,NA,"II",NA,NA,NA,NA,NA,"Endofaune","130359","Animalia","Annelida","Polychaeta","Phyllodocida","Nephtyidae","Nephtys","Nephtys hombergii"
"Paramphitrite birulai","Peu mobile","I","I","Tres fragile","Meuble","1","P","Deposivore","Endofaune","152454","Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Paramphitrite","Paramphitrite birulai"
"Paramysis sp.","Mobile","I","II","Tres fragile","Meuble","0","TP","Omnivore","Endofaune","119892","Animalia","Arthropoda","Malacostraca","Mysida","Mysidae","Paramysis",NA
"Nephtys cirrosa",NA,NA,"II",NA,NA,NA,NA,NA,"Endofaune","130357","Animalia","Annelida","Polychaeta","Phyllodocida","Nephtyidae","Nephtys","Nephtys cirrosa"
"Paranaitis kosteriensis","Peu mobile","II","II","Peu fragile","Meuble","0","PM","Predateur","Interstice","130662","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Paranaitis","Paranaitis kosteriensis"
"Paranthura nigropunctata","Mobile","I","I","Tres fragile","Indifferent","0","P","Detritivore","Epifaune","118510","Animalia","Arthropoda","Malacostraca","Isopoda","Paranthuridae","Paranthura","Paranthura nigropunctata"
"Paraonidae spp.","Peu mobile","III","III","Tres fragile","Meuble","0","P","Deposivore","Endofaune","903","Animalia","Annelida","Polychaeta",NA,"Paraonidae",NA,NA
"Parasabella","Peu mobile","I","I","Tres fragile","Dur","1","M","Suspensivore","Epifaune","325958","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Parasabella",NA
"Nereis spp.",NA,NA,"III",NA,NA,NA,NA,NA,"Endofaune","129379","Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Nereis",NA
"Parathelepus collaris","Peu mobile","II","I","Tres fragile","Meuble","1","P","Deposivore","Endofaune","131512","Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Parathelepus","Parathelepus collaris"
"Pareurythoe borealis","Mobile","II","II","Peu fragile","Meuble","0","P","Deposivore","Epifaune","129838","Animalia","Annelida","Polychaeta","Amphinomida","Amphinomidae","Pareurythoe","Pareurythoe borealis"
"Parexogone hebes","Peu mobile","II","III","Tres fragile","Meuble","0","TP","Deposivore","Interstice","757970","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Parexogone","Parexogone hebes"
"Parougia caeca","Mobile","II","IV","Tres fragile","Meuble","0","P","Inconnu","Interstice","130036","Animalia","Annelida","Polychaeta","Eunicida","Dorvilleidae","Parougia","Parougia caeca"
"Parthenina decussata","Fixe","I","II","Peu fragile","Meuble","0","TP","Parasitique","Epifaune","605961","Animalia","Mollusca","Gastropoda",NA,"Pyramidellidae","Parthenina","Parthenina decussata"
"Parvicardium exiguum","Peu mobile","III","I","Pas fragile","Meuble","0","P","Suspensivore","Endofaune","139008","Animalia","Mollusca","Bivalvia","Cardiida","Cardiidae","Parvicardium","Parvicardium exiguum"
"Nicomache",NA,NA,"II",NA,NA,NA,NA,NA,"Endofaune","129357","Animalia","Annelida","Polychaeta",NA,"Maldanidae","Nicomache",NA
"Parvicardium pinnulatum","Peu mobile","III","I","Pas fragile","Meuble","0","TP","Suspensivore","Endofaune","181343","Animalia","Mollusca","Bivalvia","Cardiida","Cardiidae","Parvicardium","Parvicardium pinnulatum"
"Nicomache lumbricalis",NA,NA,"II",NA,NA,NA,NA,NA,"Endofaune","130311","Animalia","Annelida","Polychaeta",NA,"Maldanidae","Nicomache","Nicomache lumbricalis"
"Parvicardium scabrum","Peu mobile","III","I","Peu fragile","Indifferent","0","P","Suspensivore","Endofaune","139012","Animalia","Mollusca","Bivalvia","Cardiida","Cardiidae","Parvicardium","Parvicardium scabrum"
"Patella pellucida","Peu mobile","I","I","Tres fragile","Dur","0","P","Herbivore","Epifaune","147459","Animalia","Mollusca","Gastropoda",NA,"Patellidae","Patella","Patella pellucida"
"Paucibranchia bellii","Mobile","II","II","Peu fragile","Indifferent","1","M","Predateur","Interstice","1297885","Animalia","Annelida","Polychaeta","Eunicida","Eunicidae","Paucibranchia","Paucibranchia bellii"
"Pawsonia saxicola","Peu mobile","I",NA,"Peu fragile","Dur","0","PM","Suspensivore","Interstice","124653","Animalia","Echinodermata","Holothuroidea","Dendrochirotida","Cucumariidae","Pawsonia","Pawsonia saxicola"
"Pecten maximus","Mobile","I","I","Peu fragile","Meuble","0","M","Suspensivore","Interstice","140712","Animalia","Mollusca","Bivalvia","Pectinida","Pectinidae","Pecten","Pecten maximus"
"Notomastus latericeus",NA,NA,"III",NA,NA,NA,NA,NA,"Endofaune","129898","Animalia","Annelida","Polychaeta",NA,"Capitellidae","Notomastus","Notomastus latericeus"
"Pelogenia arenosa","Mobile","II","II","Peu fragile","Meuble","0","M","Predateur","Endofaune","131071","Animalia","Annelida","Polychaeta","Phyllodocida","Sigalionidae","Pelogenia","Pelogenia arenosa"
"Perinereis cultrifera","Mobile","III","III","Peu fragile","Indifferent","0","M","Brouteur","Endofaune","130408","Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Perinereis","Perinereis cultrifera"
"Perioculodes longimanus","Mobile","I","II","Peu fragile","Meuble","0","TP","Predateur","Endofaune","102915","Animalia","Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Perioculodes","Perioculodes longimanus"
"Sabellidae spp.","Peu mobile","I","II","Tres fragile","Indifferent","1","TP","Suspensivore","Interstice","985","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae",NA,NA
"Perrierella audouiniana","Mobile","I","I","Peu fragile","Meuble","0","TP","Deposivore","Endofaune","102710","Animalia","Arthropoda","Malacostraca","Amphipoda","Aristiidae","Perrierella","Perrierella audouiniana"
"Petaloproctus","Peu mobile","I","II","Tres fragile","Meuble","1","PM","Deposivore","Endofaune","129359","Animalia","Annelida","Polychaeta",NA,"Maldanidae","Petaloproctus",NA
"Petta pusilla","Peu mobile","I","I","Peu fragile","Meuble","1","P","Deposivore","Endofaune","130597","Animalia","Annelida","Polychaeta","Terebellida","Pectinariidae","Petta","Petta pusilla"
"Phallusia mammillata","Fixe","III",NA,"Pas fragile","Dur","0","M","Suspensivore","Epifaune","103724","Animalia","Chordata","Ascidiacea","Phlebobranchia","Ascidiidae","Phallusia","Phallusia mammillata"
"Phascolion (Phascolion) strombus strombus","Peu mobile","I","II","Tres fragile","Dur","0","P","Detritivore","Endofaune","410749","Animalia","Annelida",NA,"Sipuncula","Golfingiidae","Phascolion","Phascolion (Phascolion) strombus"
"Phascolosoma (Phascolosoma) granulatum","Peu mobile","I","II","Tres fragile","Indifferent","0","PM","Detritivore","Endofaune","136080","Animalia","Annelida",NA,"Sipuncula","Phascolosomatidae","Phascolosoma","Phascolosoma (Phascolosoma) granulatum"
"Oceanobdella",NA,NA,NA,NA,NA,NA,NA,NA,"Epifaune","116939","Animalia","Annelida","Clitellata","Rhynchobdellida","Piscicolidae","Oceanobdella",NA
"Phaxas pellucidus","Fixe","I","I","Tres fragile","Meuble","0","PM","Suspensivore","Endofaune","140737","Animalia","Mollusca","Bivalvia","Adapedonta","Pharidae","Phaxas","Phaxas pellucidus"
"Pherusa plumosa","Peu mobile","I","III","Tres fragile","Meuble","0","PM","Deposivore","Endofaune","130113","Animalia","Annelida","Polychaeta","Terebellida","Flabelligeridae","Pherusa","Pherusa plumosa"
"Philine spp.","Peu mobile","I","II","Tres fragile","Meuble","0","PM","Predateur","Interstice","138339","Animalia","Mollusca","Gastropoda","Cephalaspidea","Philinidae","Philine",NA
"Philocheras spp.","Mobile","I","I","Peu fragile","Meuble","0","P","Predateur","Epifaune","107010","Animalia","Arthropoda","Malacostraca","Decapoda","Crangonidae","Philocheras",NA
"Philocheras spp.","Mobile","I","I","Peu fragile","Meuble","0","P","Predateur","Endofaune","107010","Animalia","Arthropoda","Malacostraca","Decapoda","Crangonidae","Philocheras",NA
"Odontosyllis",NA,NA,"II",NA,NA,NA,NA,NA,"Epifaune","129660","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Odontosyllis",NA
"Pholis gunnellus","Mobile",NA,NA,"Peu fragile","Dur","0","M","Predateur","Epifaune","126996","Animalia","Chordata","Actinopteri","Perciformes","Pholidae","Pholis","Pholis gunnellus"
"Pholoe","Mobile","I","II","Tres fragile","Dur","0","P","Predateur","Endofaune","129439","Animalia","Annelida","Polychaeta","Phyllodocida","Sigalionidae","Pholoe",NA
"Pholoe inornata","Mobile","II","I","Peu fragile","Meuble","0","P","Deposivore","Epifaune","130601","Animalia","Annelida","Polychaeta","Phyllodocida","Sigalionidae","Pholoe","Pholoe inornata"
"Pholoe inornata","Mobile","II","II","Peu fragile","Meuble","0","TP","Deposivore","Epifaune","130601","Animalia","Annelida","Polychaeta","Phyllodocida","Sigalionidae","Pholoe","Pholoe inornata"
"Phorbas","Fixe","I",NA,"Tres fragile","Dur","0","M","Suspensivore","Epifaune","131953","Animalia","Porifera","Demospongiae","Poecilosclerida","Hymedesmiidae","Phorbas",NA
"Oerstedia",NA,NA,"III",NA,NA,NA,NA,NA,"Interstice","122423","Animalia","Nemertea","Hoplonemertea","Monostilifera","Oerstediidae","Oerstedia",NA
"Phoronis spp.","Fixe","I","II","Tres fragile","Dur","1","TP","Suspensivore","Interstice","128545","Animalia","Phoronida",NA,NA,"Phoronidae","Phoronis",NA
"Phoronis spp.","Fixe","I","II","Tres fragile","Meuble","1","PM","Suspensivore","Endofaune","128545","Animalia","Phoronida",NA,NA,"Phoronidae","Phoronis",NA
"Oestergrenia digitata",NA,NA,"I",NA,NA,NA,NA,NA,"Endofaune","152547","Animalia","Echinodermata","Holothuroidea","Apodida","Synaptidae","Oestergrenia","Oestergrenia digitata"
"Photis longicaudata","Peu mobile","I","I","Peu fragile","Meuble","1","TP","Suspensivore","Epifaune","102383","Animalia","Arthropoda","Malacostraca","Amphipoda","Photidae","Photis","Photis longicaudata"
"Phoxocephalus holbolli","Peu mobile","I","I","Pas fragile","Meuble","0","TP","Predateur","Endofaune","102989","Animalia","Arthropoda","Malacostraca","Amphipoda","Phoxocephalidae","Phoxocephalus","Phoxocephalus holbolli"
