Espece	Mobility	AFF.MO	AMBI	Fragilite	AFF.RO	Tube	Taille	GT	Position	Phylum	Class	Order	Family
Myrianida rubropunctata			II							Annelida	Polychaeta	Phyllodocida	Syllidae
Parvipalpus capillaceus	Mobile	I	II	Peu fragile	Meuble	0	TP	Detritivore		Arthropoda	Malacostraca	Amphipoda	Caprellidae
Parvipalpus capillaceus			II							Arthropoda	Malacostraca	Amphipoda	Caprellidae
Phascolosoma			I						Interstice	Annelida		Sipuncula	Phascolosomatidae
Phoronis psammophila	Fixe	I	II	Tres fragile	Meuble	1	PM	Suspensivore		Phoronida			Phoronidae
Phoronis psammophila			II							Phoronida			Phoronidae
Phoxichilidiidae	Mobile		NA					Parasitique	Epifaune	Arthropoda	Pycnogonida	Pantopoda	Phoxichilidiidae
Phorbas plumosus		I	NA	Tres fragile	Dur	0	M	Suspensivore	Epifaune	Porifera	Demospongiae	Poecilosclerida	Hymedesmiidae
Sphaerodoridae			NA				TP			Annelida	Polychaeta	Phyllodocida	Sphaerodoridae
Stenosemus albus	Peu mobile		I	Pas fragile	Dur			Brouteur	Epifaune	Mollusca	Polyplacophora	Chitonida	Ischnochitonidae
Stenothoe marina			II			0	TP	Predateur		Arthropoda	Malacostraca	Amphipoda	Stenothoidae
Sycon			I						Epifaune				
Syllidia			II						Interstice				
Tanais dulongii			II							Arthropoda	Malacostraca	Tanaidacea	Tanaididae
Terebella lapidaria			I							Annelida	Polychaeta	Terebellida	Terebellidae
